REF_DATE,GEO,Age group,Sex,UOM_ID,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Current smoker, daily or occasional","Fruit and vegetable consumption, 5 times or more per day","Life satisfaction, satisfied or very satisfied",Mood disorder,"Perceived health, very good or excellent","Perceived life stress, most days quite a bit or extremely stressful","Perceived mental health, very good or excellent","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Sense of belonging to local community, somewhat strong or very strong"
2015/2016,"Total, large urban population centres","Total, 12 years and over",Both sexes,239,23.0,35.46666666666667,24.166666666666668,15.933333333333332,30.899999999999995,92.8,7.900000000000001,62.43333333333333,22.166666666666668,71.9,58.5,59.199999999999996,66.5
2015/2016,"Total, large urban population centres","Total, 12 years and over",Females,223,1318524.75,1847899.75,80750.0,944349.75,2544475.0,6502250.0,718649.75,4433325.25,1716250.25,4909450.0,3677625.25,214000.0,4692274.75
2015/2016,"Total, large urban population centres","Total, 12 years and over",Females,239,21.333333333333332,29.96666666666667,20.599999999999998,13.066666666666668,37.166666666666664,92.8,9.9,61.26666666666667,23.76666666666667,69.60000000000001,55.36666666666667,51.4,67.43333333333334
2015/2016,"Total, large urban population centres","Total, 12 years and over",Males,223,1518624.75,2522425.0,112899.75,1312974.75,1576550.0,6214525.0,404200.0,4424900.25,1417125.25,4994075.25,3914400.0,298925.0,4362749.75
2015/2016,"Total, large urban population centres","Total, 12 years and over",Males,239,24.666666666666668,41.0,27.7,18.933333333333334,24.3,92.76666666666667,5.8,63.666666666666664,20.5,74.3,61.833333333333336,66.33333333333333,65.56666666666666
2015/2016,"Total, medium population centres","Total, 12 years and over",Both sexes,223,529675.25,615750.0,34600.0,400375.25,559200.0,1764099.75,212150.25,1165074.75,427575.0,1333999.75,1011624.75,75325.0,1310375.0
2015/2016,"Total, medium population centres","Total, 12 years and over",Both sexes,239,30.633333333333336,35.733333333333334,29.833333333333332,20.133333333333333,30.2,91.76666666666667,10.633333333333333,58.46666666666667,21.5,69.06666666666668,55.76666666666667,60.833333333333336,68.96666666666665
2015/2016,"Total, medium population centres","Total, 12 years and over",Females,223,254975.25,267650.0,12875.0,179025.25,354900.0,888574.75,139075.25,572174.75,242675.0,664199.75,460499.75,28300.0,672875.0
2015/2016,"Total, medium population centres","Total, 12 years and over",Females,239,29.833333333333332,31.333333333333332,24.066666666666666,17.833333333333332,37.6,91.06666666666666,13.833333333333334,57.06666666666667,24.3,67.60000000000001,50.13333333333333,49.6,69.7
2015/2016,"Total, medium population centres","Total, 12 years and over",Males,223,275325.25,349525.0,21975.0,221725.25,205000.0,877025.0,73100.25,593599.75,185250.0,671924.75,549575.0,47550.0,637125.0
2015/2016,"Total, medium population centres","Total, 12 years and over",Males,239,31.433333333333334,40.13333333333333,34.96666666666667,22.53333333333333,22.433333333333337,92.43333333333334,7.333333333333333,59.9,18.7,70.53333333333333,61.53333333333333,70.1,68.16666666666667
2015/2016,"Total, rural areas","Total, 12 years and over",Both sexes,223,1081350.25,1274775.25,74325.0,757500.25,1165575.0,3606100.25,300049.75,2442275.0,796599.75,2799425.0,2009374.75,168025.0,2744000.25
2015/2016,"Total, rural areas","Total, 12 years and over",Both sexes,239,31.5,37.1,27.266666666666666,19.066666666666666,30.96666666666667,93.8,7.533333333333334,61.29999999999999,20.03333333333333,72.39999999999999,55.79999999999999,59.03333333333333,71.60000000000001
2015/2016,"Total, rural areas","Total, 12 years and over",Females,223,497575.25,548200.25,27925.0,337875.25,726400.0,1804750.25,196575.0,1233200.25,430374.75,1384350.25,911999.75,72550.0,1371500.25
2015/2016,"Total, rural areas","Total, 12 years and over",Females,239,29.633333333333336,32.699999999999996,21.333333333333332,17.166666666666668,38.43333333333333,93.56666666666666,10.0,62.46666666666667,21.866666666666664,71.39999999999999,50.93333333333334,52.76666666666666,71.4
2015/2016,"Total, rural areas","Total, 12 years and over",Males,223,581850.25,726725.0,46450.0,418700.0,437975.0,1802500.25,103549.75,1207424.75,364774.75,1413100.0,1096125.0,95175.0,1370675.25
2015/2016,"Total, rural areas","Total, 12 years and over",Males,239,33.300000000000004,41.36666666666667,32.86666666666667,21.0,23.400000000000002,94.03333333333335,5.133333333333333,60.199999999999996,18.233333333333334,73.36666666666667,60.699999999999996,64.83333333333333,71.8
2015/2016,"Total, small population centres","Total, 12 years and over",Both sexes,223,790750.25,844600.0,48325.0,554200.25,783875.0,2462225.0,239050.0,1620399.75,549699.75,1894000.0,1428450.0,116700.25,1933000.25
2015/2016,"Total, small population centres","Total, 12 years and over",Both sexes,239,33.16666666666667,35.5,27.46666666666667,20.2,30.266666666666666,92.5,8.666666666666666,59.0,20.0,70.89999999999999,57.36666666666667,63.06666666666666,73.1
2015/2016,"Total, small population centres","Total, 12 years and over",Females,223,374675.25,377725.0,20325.0,256925.25,488625.0,1246775.0,153000.0,812249.75,295799.75,935375.0,668600.0,55175.25,986300.25
2015/2016,"Total, small population centres","Total, 12 years and over",Females,239,31.733333333333334,32.03333333333333,24.366666666666664,18.566666666666666,37.166666666666664,92.23333333333335,11.033333333333333,58.699999999999996,21.366666666666664,68.86666666666666,53.23333333333333,60.0,73.53333333333333
2015/2016,"Total, small population centres","Total, 12 years and over",Males,223,415675.25,467374.75,28100.0,297375.25,296125.0,1214500.0,85850.0,807899.75,253550.0,957575.0,757875.0,61475.0,946650.25
2015/2016,"Total, small population centres","Total, 12 years and over",Males,239,34.56666666666666,38.83333333333333,30.433333333333334,21.833333333333332,23.166666666666668,92.7,6.3,59.29999999999999,18.633333333333333,72.86666666666666,61.6,66.0,72.66666666666667
2015/2016,"Trois-Rivières, Quebec","Total, 12 years and over",Both sexes,223,18560.0,24700.0,1600.0,12720.0,28360.2,70460.4,4300.0,46580.0,15560.0,56260.2,34419.6,2080.0,47600.2
2015/2016,"Trois-Rivières, Quebec","Total, 12 years and over",Both sexes,239,27.433333333333337,36.6,39.333333333333336,17.466666666666665,39.1,95.60000000000001,6.0,62.36666666666667,20.733333333333334,76.60000000000001,48.13333333333333,58.70000000000001,66.13333333333333
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,223,197039.6,399440.0,18320.0,163239.6,364500.0,1181160.0,117540.0,792600.0,266500.0,885959.8,783040.2,48880.0,882600.0
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,239,17.166666666666668,35.0,25.7,12.433333333333332,29.599999999999998,92.3,8.9,59.79999999999999,20.133333333333336,69.0,64.96666666666667,61.46666666666666,69.76666666666667
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Females,223,87379.6,158979.8,5280.0,60479.6,225560.0,606880.0,76480.0,396360.0,142800.0,441819.8,384160.2,21220.0,456560.0
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Females,239,15.433333333333332,27.766666666666666,16.099999999999998,9.1,35.9,92.43333333333334,11.433333333333332,59.0,21.36666666666667,66.96666666666665,62.63333333333333,53.96666666666666,70.43333333333334
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Males,223,108959.6,240200.0,12920.0,102259.8,138860.0,574280.0,40920.0,396300.0,123380.0,444919.8,398480.2,27560.0,425980.0
2015/2016,"Vancouver, British Columbia","Total, 12 years and over",Males,239,18.933333333333334,42.13333333333333,35.43333333333334,15.966666666666669,23.066666666666666,92.06666666666666,6.400000000000001,60.63333333333333,18.900000000000002,71.06666666666666,67.36666666666666,68.60000000000001,69.06666666666666
2015/2016,"Victoria, British Columbia","Total, 12 years and over",Both sexes,223,35239.8,65060.0,1179.6,28100.0,66680.4,175420.2,20220.2,119660.0,34279.8,137880.2,120960.2,7980.4,132580.0
2015/2016,"Victoria, British Columbia","Total, 12 years and over",Both sexes,239,20.633333333333336,38.06666666666666,13.333333333333334,14.666666666666666,36.96666666666667,94.16666666666667,10.566666666666668,61.5,17.633333333333333,73.63333333333334,67.36666666666667,79.76666666666667,71.30000000000001
2015/2016,"Victoria, British Columbia","Total, 12 years and over",Males,223,20540.0,36380.0,0.0,15660.0,27000.4,86160.4,6200.0,56020.0,13279.8,70560.4,64440.4,4220.2,62200.0
2015/2016,"Victoria, British Columbia","Total, 12 years and over",Males,239,24.5,42.699999999999996,22.733333333333334,17.0,31.266666666666666,95.36666666666666,6.833333333333333,59.63333333333333,14.433333333333332,77.89999999999999,75.16666666666667,79.36666666666666,69.46666666666667
2015/2016,"Windsor, Ontario","Total, 12 years and over",Both sexes,223,52940.4,47760.0,3680.0,31880.0,42119.8,154880.0,15040.0,107540.0,33520.0,126920.0,84540.0,7240.0,124820.2
2015/2016,"Windsor, Ontario","Total, 12 years and over",Both sexes,239,34.833333333333336,31.3,33.199999999999996,17.933333333333334,25.7,91.43333333333334,8.633333333333333,60.53333333333334,19.066666666666666,74.56666666666666,53.29999999999999,56.166666666666664,73.43333333333334
2015/2016,"Windsor, Ontario","Total, 12 years and over",Females,223,21800.0,23380.0,2500.4,15700.0,26659.8,80380.0,10620.0,54180.0,22040.0,61400.0,38800.0,2960.0,64920.0
2015/2016,"Windsor, Ontario","Total, 12 years and over",Females,239,28.7,30.566666666666666,49.06666666666666,17.5,31.3,93.0,12.1,59.96666666666667,24.666666666666668,69.96666666666667,47.23333333333333,46.166666666666664,74.56666666666668
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,223,95699.8,120780.0,8040.0,78180.0,102739.8,370160.0,36420.0,254840.0,87100.0,281520.0,207400.0,17220.0,272100.0
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,239,26.866666666666664,34.2,28.900000000000002,19.066666666666666,26.8,91.80000000000001,8.866666666666667,61.26666666666666,21.066666666666666,69.43333333333334,55.1,61.03333333333333,67.86666666666667
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Females,223,43920.0,46259.8,3100.0,34900.0,66560.0,184140.0,24260.0,128940.0,46480.0,135860.0,97560.0,7140.0,134660.0
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Females,239,25.566666666666663,27.066666666666663,26.5,16.7,34.06666666666666,90.63333333333333,11.733333333333334,61.36666666666667,22.3,66.23333333333333,50.699999999999996,57.43333333333334,66.53333333333333
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Males,223,51260.0,74600.0,4900.0,43760.0,36619.8,185840.0,12180.0,126040.0,40460.0,145500.0,110220.0,10040.0,137400.0
2015/2016,"Winnipeg, Manitoba","Total, 12 years and over",Males,239,28.166666666666668,41.03333333333333,31.666666666666668,21.600000000000005,19.333333333333332,92.8,6.066666666666666,61.06666666666666,20.0,72.7,59.666666666666664,63.5,69.13333333333334
2015/2016,Yukon,"Total, 12 years and over",Both sexes,223,7150.25,6825.0,300.0,5875.25,6325.0,21725.0,2300.0,14275.0,4525.0,15925.0,14775.25,1000.0,18925.25
2015/2016,Yukon,"Total, 12 years and over",Both sexes,239,34.5,33.06666666666666,21.433333333333334,24.733333333333334,28.600000000000005,93.56666666666666,9.866666666666667,60.03333333333333,19.099999999999998,68.49999999999999,68.13333333333333,65.0,81.36666666666667
2015/2016,Yukon,"Total, 12 years and over",Females,223,3225.25,3000.0,150.0,2525.25,3675.0,10625.0,1250.0,7250.0,2575.0,8300.0,7000.25,400.0,9175.25
2015/2016,Yukon,"Total, 12 years and over",Females,239,32.93333333333334,30.366666666666664,21.46666666666667,21.933333333333334,33.6,92.83333333333333,11.066666666666668,62.23333333333333,22.400000000000002,72.6,64.86666666666666,56.333333333333336,79.7
2015/2016,Yukon,"Total, 12 years and over",Males,223,3925.25,3875.0,150.0,3350.25,2650.0,11050.0,1050.0,7025.0,1950.0,7649.75,7800.25,575.0,9775.25
2015/2016,Yukon,"Total, 12 years and over",Males,239,36.13333333333333,35.6,22.666666666666668,27.633333333333336,23.833333333333332,94.0,9.200000000000001,57.79999999999999,16.2,64.39999999999999,71.13333333333334,72.13333333333334,82.73333333333333
